BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	LIB_ID	COMP_ID	PLATFORM	RI	MASS	CAS	KEGG	                              Group   HMDB_ID	LT2_1	LT2_2	LT2_3	LT2_4	LT2_5	LT2_6	LT2_7	MYC_1	MYC_2	MYC_3	MYC_4	MYC_5	MYC_6	MYC_7	RAS_1	RAS_2	RAS_3	RAS_4	RAS_5	RAS_6	RAS_7	MYC.RAS_1	MYC.RAS_2	MYC.RAS_3	MYC.RAS_4	MYC.RAS_5	MYC.RAS_6	MYC.RAS_7	MYC.RAS_8	MYC.RAS_9
glutamate	Amino acid	Glutamate metabolism	200	57	LC/MS	700	148.1	56-86-0;	C00025	HMDB03339	"2,229,131"	"2,092,090"	"2,443,812"	"1,515,594"	"2,368,206"	"1,992,799"	"2,278,039"	"12,885,869"	"13,510,107"	"11,469,900"	"10,942,431"	"10,241,347"	"15,994,825"	"16,504,325"	"2,001,944"	"1,869,565"	"3,697,767"	"2,620,949"	"4,474,964"	"4,519,001"	"5,038,862"	"8,550,780"	"7,075,337"	"4,033,550"	"10,901,804"	"4,424,783"	"8,168,571"	"9,562,123"	"12,363,428"	"12,411,336"
glutamine	Amino acid	Glutamate metabolism	200	53	LC/MS	684	147.2	56-85-9;	C00064	HMDB00641	"7,275,500"	"7,785,615"	"12,002,095"	"11,951,452"	"8,215,075"	"8,717,749"	"8,873,651"	"5,012,045"	"7,574,955"	"4,390,870"	"4,348,194"	"3,723,196"	"7,158,007"	"7,535,190"	"1,390,926"	"2,290,016"	"4,654,542"	"2,465,123"	"6,318,506"	"6,904,959"	"5,298,296"	"9,658,593"	"8,621,360"	"10,682,852"	"4,567,270"	"8,172,718"	"8,571,475"	"6,871,151"	"5,455,418"	"6,420,248"
glutarate (pentanedioate)	Amino acid	Lysine metabolism	50	396	GC/MS	1433.6	261	110-94-1;	C00489	HMDB00661	"129,693"	"111,771"	"102,734"	"113,229"	"90,789"	"94,780"	"103,363"	"45,089"	"14,192"	"37,167"	"37,303"	"24,033"	"21,104"	"31,144"	"41,841"	"46,571"	"28,250"	"37,499"	"18,520"	"31,111"	"15,537"	"36,447"	"81,936"	"61,870"	"31,831"	"80,034"	"28,586"	"28,033"	"25,959"	"17,753"
glutaroyl carnitine	Amino acid	Lysine metabolism	200	35439	LC/MS	1565	276.1	102636-82-8;		HMDB13130	"528,071"	"448,301"	"560,722"	"413,662"	"383,930"	"335,446"	"283,076"		"174,268"			"38,279"	"33,814"	"40,316"	"60,608"	"91,690"	"47,197"	"133,971"	"161,851"	"71,351"	"47,614"	"295,030"	"276,934"	"457,662"	"73,855"	"232,398"	"171,185"	"126,612"	"54,941"	"164,364"
"glutathione, oxidized (GSSG)"	Amino acid	Glutathione metabolism	200	27727	LC/MS	1496	613.1	103239-24-3;	C00127	HMDB03337	"32,281,578"	"29,497,638"	"28,709,782"	"24,458,980"	"25,659,820"	"25,554,740"	"25,238,838"								"9,483,642"	"17,715,694"	"17,030,860"	"27,898,952"	"22,247,624"	"32,853,648"	"26,976,930"	"21,169,218"	"14,219,118"	"37,446,212"	"68,371"	"40,412,148"	"19,317,750"	"13,430,185"	"4,118,106"	"6,819,035"
"glutathione, reduced (GSH)"	Amino acid	Glutathione metabolism	200	2127	LC/MS	1274	308.1	70-18-8;	C00051	HMDB00125	"103,787"	"81,640"	"56,867"	"76,290"	"177,670"	"152,683"	"149,770"		"34,131"		"29,664"		"31,509"		"71,270"	"124,564"	"84,626"	"282,922"	"84,851"	"591,377"	"117,391"	"122,335"	"120,921"	"103,971"	"31,179"	"283,126"	"189,979"	"589,401"	"57,835"	"120,537"
glycerate	Carbohydrate	"Glycolysis, gluconeogenesis, pyruvate metabolism"	50	1572	GC/MS	1360.7	189	600-19-1;	C00258	HMDB00139	"405,328"	"467,433"	"502,116"	"213,600"	"386,108"	"281,172"	"219,135"	"192,458"	"262,899"	"195,940"	"179,875"	"143,085"	"58,337"	"100,701"	"133,266"	"121,419"	"187,135"	"121,311"	"120,576"	"108,467"	"106,368"	"218,392"	"192,025"	"406,135"	"105,291"	"245,859"	"88,846"	"122,212"	"295,004"	"193,519"
glycerol	Lipid	Glycerolipid metabolism	50	15122	GC/MS	1311	205	56-81-5;	C00116	HMDB00131	"49,834,092"	"44,321,896"	"50,788,896"	"48,860,636"	"37,712,944"	"46,736,860"	"40,513,580"	"25,096,712"	"39,967,852"	"37,214,244"	"33,524,128"	"34,612,800"	"34,013,388"	"48,724,256"	"18,928,258"	"20,810,224"	"18,666,418"	"14,676,818"	"16,508,198"	"23,580,000"	"21,956,962"	"42,925,684"	"29,267,948"	"47,758,216"	"39,243,184"	"53,999,340"	"43,630,692"	"30,333,610"	"26,268,956"	"38,645,896"
glycerol 2-phosphate	Xenobiotics	Chemical	50	27728	GC/MS	1691.8	243	819-83-0;	C02979	HMDB02520	"415,373"	"219,583"	"568,824"	"487,811"	"388,446"	"221,752"	"237,448"	"378,930"	"263,936"	"805,378"	"526,876"	"786,728"	"508,558"	"524,233"	"366,209"	"142,010"	"482,608"	"158,572"	"176,101"	"605,711"	"581,245"	"397,436"	"198,840"	"557,282"	"801,949"	"402,475"	"405,354"	"549,414"	"489,921"	"544,055"
glycerol 3-phosphate (G3P)	Lipid	Glycerolipid metabolism	50	15365	GC/MS	1719.7	357.1	29849-82-9;	C00093	HMDB00126	"4,766,926"	"2,722,140"	"6,836,112"	"5,278,310"	"6,171,518"	"2,606,969"	"3,275,803"	"14,716,601"	"5,963,543"	"23,025,562"	"22,315,892"	"24,312,842"	"9,821,843"	"9,465,267"	"8,684,666"	"2,021,598"	"7,961,405"	"3,668,303"	"4,926,026"	"10,705,608"	"14,892,150"	"4,048,835"	"2,937,957"	"5,903,075"	"21,057,256"	"4,018,792"	"5,790,477"	"6,136,507"	"10,700,968"	"7,910,652"
glycerophosphorylcholine (GPC)	Lipid	Glycerolipid metabolism	200	15990	LC/MS	694	258.1	28319-77-9;	C00670	HMDB00086	"9,731,856"	"8,182,390"	"13,348,102"	"13,136,113"	"9,523,733"	"6,787,981"	"7,780,402"	"8,768,642"	"5,859,762"	"13,887,012"	"12,170,319"	"14,383,564"	"12,049,687"	"9,964,727"	"11,719,575"	"5,452,995"	"20,595,962"	"5,571,156"	"6,778,032"	"23,606,374"	"20,288,490"	"7,987,530"	"4,162,919"	"16,470,264"	"13,606,773"	"9,924,924"	"11,208,109"	"19,632,818"	"21,004,520"	"13,317,727"
glycine	Amino acid	"Glycine, serine and threonine metabolism"	50	11777	GC/MS	1166	101.9	56-40-6;	C00037	HMDB00123	"44,841,868"	"41,257,088"	"45,412,528"	"46,543,144"	"53,978,372"	"41,932,100"	"45,406,552"	"133,701,024"	"136,760,160"	"143,473,248"	"139,867,232"	"123,269,416"	"158,457,472"	"184,338,032"	"22,985,210"	"37,192,332"	"28,246,388"	"29,134,732"	"42,917,368"	"42,525,840"	"37,691,384"	"82,529,064"	"109,461,456"	"47,764,440"	"179,276,768"	"45,306,112"	"108,759,968"	"89,436,608"	"96,202,384"	"129,020,592"
glycolate (hydroxyacetate)	Xenobiotics	Chemical	50	15737	GC/MS	1119	177	79-14-1;	C00160	HMDB00115	"69,432"	"37,651"	"54,182"	"45,543"	"48,502"	"54,532"	"48,568"	"98,059"	"38,443"	"67,994"	"66,474"		"55,443"	"34,851"	"28,704"	"46,887"	"43,097"	"27,797"	"32,047"	"47,668"	"24,884"	"54,245"	"60,542"	"61,323"	"26,108"	"46,336"	"48,353"	"23,639"	"63,345"	"42,014"
glycylisoleucine	Peptide	Dipeptide	200	36659	LC/MS	2080	189.1	19461-38-2;			"29,727"	"27,485"			"65,204"		"21,653"	"30,006"	"65,216"	"53,943"	"59,432"	"58,475"	"61,481"	"126,005"						"26,912"			"74,212"		"100,584"	"58,365"		"30,326"	"27,748"	
glycylleucine	Peptide	Dipeptide	200	34398	LC/MS	2236	189.1	869-19-2;	C02155	HMDB00759	"286,883"	"111,884"	"262,745"	"114,002"	"308,296"	"169,081"	"188,102"	"165,720"	"362,657"	"499,646"	"472,821"	"382,827"	"727,012"	"933,670"		"70,143"	"71,644"	"40,432"	"95,147"	"277,202"	"81,043"	"263,653"	"583,375"	"323,254"	"779,033"	"427,087"	"173,681"	"395,041"	"161,452"	"274,307"
glycylproline	Peptide	Dipeptide	200	22171	LC/MS	1115	173.1	704-15-4;		HMDB00721	"71,876"	"109,064"	"70,516"	"95,756"	"390,200"	"191,977"	"156,881"	"71,942"	"82,068"	"77,366"	"61,768"	"61,941"	"131,013"	"92,171"	"94,514"	"96,021"	"58,886"	"130,375"	"75,767"	"66,695"	"75,782"	"92,284"	"144,535"	"73,227"	"163,058"	"68,044"	"103,147"	"74,930"	"31,123"	"74,096"
glycylvaline	Peptide	Dipeptide	200	18357	LC/MS	1572	175.1	1963-21-9;			"68,950"	"44,557"	"58,560"	"82,013"	"77,540"	"94,759"	"64,487"	"66,712"	"92,521"	"89,967"	"116,198"	"89,155"	"148,482"	"169,390"		"34,441"				"48,901"	"19,507"	"77,518"	"97,442"	"86,688"	"212,594"	"126,984"	"76,136"	"92,668"	"57,908"	"107,970"
guanosine	Nucleotide	"Purine metabolism, guanine containing"	200	1573	LC/MS	1676	284	118-00-3;	C00387	HMDB00133	"46,506"	"38,952"	"79,271"	"59,603"	"34,765"	"27,158"		"316,849"	"72,157"	"166,966"	"166,702"	"237,100"	"760,207"	"375,615"	"67,761"	"32,711"	"67,800"	"72,051"	"39,385"	"191,729"	"31,211"	"435,582"	"218,145"	"203,525"	"88,604"	"159,755"	"92,580"	"127,254"	"392,123"	"507,666"
guanosine 5'- monophosphate (GMP)	Nucleotide	"Purine metabolism, guanine containing"	200	2849	LC/MS	1300	364	5550-12-9;	C00144	HMDB01397	"69,075"		"68,853"	"50,584"		"26,098"	"22,132"	"184,140"	"166,675"	"140,708"	"232,545"	"121,382"	"300,964"	"267,416"	"36,565"	"38,235"	"71,348"	"30,392"		"249,681"	"52,828"	"244,387"	"373,092"	"411,724"	"120,831"	"263,960"	"128,597"		"83,767"	"235,940"
"gulono-1,4-lactone"	Cofactors and vitamins	Ascorbate and aldarate metabolism	50	33454	GC/MS	1862	333.1	1128-23-0;	C01040	HMDB03466	"2,935,042"	"3,298,642"	"3,428,253"	"2,965,351"	"2,430,856"	"2,648,875"	"2,781,636"	"1,575,292"	"2,159,710"	"1,493,089"	"1,512,089"	"1,258,696"	"1,956,628"	"2,371,968"	"2,127,574"	"2,792,293"	"573,013"	"1,045,811"	"919,694"	"1,612,341"	"852,676"	"2,687,457"	"3,432,976"	"3,498,935"	"906,691"	"3,284,723"	"3,024,351"	"2,396,239"	"1,879,290"	"2,732,010"
heme*	Cofactors and vitamins	Hemoglobin and porphyrin	200	32593	LC/MS	4985	616.2	14875-96-8;	C00032	HMDB03178			"23,825"			"24,528"	"103,444"		"63,985"	"158,615"	"1,065,367"	"101,633"			"3,715,453"	"573,607"	"2,288,766"	"892,383"	"8,067,166"	"6,116,151"	"8,821,915"		"187,773"	"20,569"	"705,433"		"107,392"	"152,521"	"159,885"	
hippurate	Xenobiotics	Benzoate metabolism	201	15753	LC/MS	2136	178.1	495-69-2;	C01586	HMDB00714					"53,303"	"41,324"	"22,767"			"19,175"			"24,402"			"25,256"				"24,173"	"16,990"		"22,053"				"21,444"	"15,348"		
histidine	Amino acid	Histidine metabolism	201	59	LC/MS	757	154.1	5934-29-2;	C00135	HMDB00177	"259,027"	"281,876"	"267,529"	"340,673"	"364,428"	"265,978"	"381,518"	"333,307"	"520,050"	"360,418"	"353,487"	"291,489"	"379,009"	"405,543"	"405,515"	"683,701"	"276,246"	"480,783"	"277,831"	"335,921"	"384,137"	"411,760"	"346,672"	"265,719"	"685,692"	"354,036"	"264,873"	"257,559"	"274,426"	"358,522"
homocitrulline	Amino acid	"Urea cycle; arginine-, proline-, metabolism"	200	22138	LC/MS	832	190.1	1190-49-4;	C02427	HMDB00679	"134,689"	"91,771"	"84,347"	"52,753"	"78,232"	"72,334"	"63,391"	"109,830"	"90,825"	"166,758"	"143,887"	"187,258"	"94,735"	"104,225"	"94,726"	"128,541"	"60,904"	"225,731"	"143,802"	"61,317"	"62,964"	"66,927"	"66,725"	"75,404"	"40,194"	"73,058"	"68,653"	"57,022"	"39,134"	"48,816"
homoserine	Amino acid	"Glycine, serine and threonine metabolism"	50	23642	GC/MS	1471	218.1	672-15-1;	"C00263,C02926"	HMDB00719	"271,079"	"208,128"	"231,898"	"180,491"	"238,704"	"121,820"	"132,008"	"185,503"	"433,424"	"165,657"	"199,099"	"149,982"	"322,153"	"415,702"	"99,194"	"127,072"	"82,976"	"210,232"	"143,592"	"105,641"	"101,086"	"267,498"	"295,549"	"174,081"	"217,188"	"127,608"	"384,515"	"224,537"	"220,158"	"269,192"
hydroxyisovaleroyl carnitine	Amino acid	"Valine, leucine and isoleucine metabolism"	200	35433	LC/MS	1683	262.1	99159-87-2;			"206,344"	"183,606"	"154,492"	"89,719"	"192,324"	"158,828"	"158,104"	"199,188"	"224,141"	"144,694"	"303,959"	"283,654"	"321,257"	"329,579"	"145,405"	"173,106"	"64,044"	"164,021"	"127,557"	"112,981"	"98,112"	"217,201"	"168,886"	"122,941"	"178,045"	"208,951"	"200,322"	"208,070"	"117,940"	"280,740"
hypotaurine	Amino acid	"Cysteine, methionine, SAM, taurine metabolism"	50	590	GC/MS	1598.5	188	300-84-5;	C00519	HMDB00965	"1,809,902"	"1,828,072"	"1,313,302"	"684,200"	"3,209,606"	"1,169,901"	"1,515,252"	"5,712,230"	"831,500"	"2,891,289"	"2,601,233"	"410,150"	"1,829,009"	"1,156,147"	"181,073"	"491,520"	"257,406"	"778,303"	"567,176"	"532,212"	"615,549"	"679,054"	"617,670"	"741,613"	"880,695"	"1,323,352"	"590,801"	"890,442"	"396,981"	"716,498"
hypoxanthine	Nucleotide	"Purine metabolism, (hypo)xanthine/inosine containing"	201	3127	LC/MS	1313	135.1	68-94-0;	C00262	HMDB00157	"570,726"	"580,438"	"643,926"	"796,656"	"907,338"	"746,530"	"820,961"	"1,058,935"	"1,070,306"	"898,024"	"902,275"	"737,645"	"984,225"	"1,053,834"	"584,603"	"885,299"	"618,791"	"721,666"	"565,885"	"606,684"	"655,294"	"865,323"	"722,109"	"621,900"	"996,327"	"889,835"	"838,567"	"840,179"	"718,945"	"813,681"
imidazole lactate	Amino acid	Histidine metabolism	50	15716	GC/MS	1810.3	153	14403-45-3;	C05568	HMDB02320															"139,316"	"474,011"		"140,679"								"86,479"			"14,414"	"56,394"
indolelactate	Amino acid	Tryptophan metabolism	50	18349	GC/MS	1964.9	202	832-97-3;	C02043	HMDB00671															"488,698"	"198,401"		"358,832"												
inosine	Nucleotide	"Purine metabolism, (hypo)xanthine/inosine containing"	201	1123	LC/MS	1630	267.2	58-63-9;	C00294	HMDB00195	"2,116,127"	"1,643,136"	"2,418,026"	"1,639,015"	"1,628,205"	"1,402,332"	"1,449,978"	"1,755,162"	"1,112,079"	"1,864,131"	"1,976,527"	"2,016,686"	"1,965,179"	"1,788,411"	"473,013"	"324,029"	"755,388"	"403,851"	"447,937"	"993,155"	"724,847"	"1,435,127"	"1,265,784"	"1,776,015"	"1,779,542"	"1,217,081"	"1,074,642"	"1,384,826"	"1,803,125"	"1,745,961"
inositol 1-phosphate (I1P)	Lipid	Inositol metabolism	50	1481	GC/MS	2057.8	318.1	106032-59-1;		HMDB00213	"581,211"	"543,985"	"760,788"	"741,152"	"651,571"	"623,475"	"677,126"	"499,673"	"613,906"	"442,662"	"568,746"	"400,011"	"516,853"	"561,164"	"335,241"	"342,623"	"400,328"	"384,136"	"492,392"	"490,975"	"443,199"	"610,744"	"577,297"	"442,073"	"628,945"	"622,265"	"487,804"	"393,776"	"393,514"	"616,788"
"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate"	Carbohydrate	"Glycolysis, gluconeogenesis, pyruvate metabolism"	201	36984	LC/MS	572	339				"131,359"		"83,149"					"229,233"	"38,042"	"257,212"	"297,410"	"366,912"	"314,152"	"286,845"	"40,485"		"52,697"		"19,837"	"399,997"	"37,586"	"338,659"	"556,806"	"406,320"	"351,819"	"178,349"	"43,761"	"103,780"	"350,063"	"362,915"
"Isobar: ribulose 5-phosphate, xylulose 5-phosphate"	Carbohydrate	"Nucleotide sugars, pentose metabolism"	50	37288	GC/MS	1935	357.2				"348,083"	"124,407"	"259,456"	"123,439"	"50,765"	"58,703"	"47,161"	"196,627"	"138,227"	"320,186"	"383,650"	"385,125"	"396,592"	"332,810"	"415,909"	"47,709"	"281,432"	"33,623"	"62,367"	"640,310"	"213,968"	"335,409"	"428,840"	"409,593"	"401,311"	"317,200"	"277,526"	"300,275"	"446,387"	"547,869"
isobutyrylcarnitine	Amino acid	"Valine, leucine and isoleucine metabolism"	200	33441	LC/MS	1941	232.2	25518-49-4;		HMDB00736	"270,332"	"314,459"	"185,642"	"224,009"	"216,844"	"172,150"	"311,870"	"223,239"	"361,092"	"201,385"	"238,043"	"285,463"	"216,610"	"333,945"	"287,612"	"442,345"	"576,010"	"378,958"	"610,166"	"481,350"	"415,443"	"326,206"	"481,393"	"83,252"	"977,200"	"340,894"	"433,768"	"338,569"	"207,873"	"304,048"
isoleucine	Amino acid	"Valine, leucine and isoleucine metabolism"	200	1125	LC/MS	1614	132.1	73-32-5;	C00407	HMDB00172	"8,639,506"	"9,300,018"	"9,163,830"	"9,961,003"	"11,428,293"	"9,308,157"	"9,036,884"	"13,080,466"	"15,940,880"	"15,301,244"	"13,527,945"	"13,223,696"	"14,177,917"	"18,276,580"	"6,211,446"	"10,389,979"	"7,903,000"	"7,541,498"	"9,591,518"	"9,833,393"	"8,525,662"	"12,258,838"	"12,306,398"	"9,232,756"	"21,023,552"	"12,228,208"	"13,048,662"	"11,876,818"	"9,806,742"	"10,684,942"
isovalerylcarnitine	Amino acid	"Valine, leucine and isoleucine metabolism"	200	34407	LC/MS	2533	246.2			HMDB00688		"42,983"		"33,431"	"82,017"	"44,175"	"55,881"	"80,136"	"142,306"	"91,755"	"119,197"	"85,042"	"56,711"	"67,333"	"291,151"	"769,665"	"141,076"	"424,388"	"262,357"	"156,904"	"238,246"	"73,408"	"100,181"	"36,174"	"504,815"	"120,098"	"120,806"	"67,122"	"20,400"	"88,164"
isovalerylglycine	Amino acid	"Valine, leucine and isoleucine metabolism"	200	35107	LC/MS	2665	160.1	16284-60-9;		HMDB00678		"54,565"	"21,404"	"32,013"		"24,684"		"48,333"			"18,366"	"29,628"	"40,210"	"17,898"	"43,702"	"153,024"		"30,029"	"35,908"	"15,352"		"22,551"	"16,878"		"43,282"	"29,260"	"27,647"			
kynurenine	Amino acid	Tryptophan metabolism	200	15140	LC/MS	1902	209.1	2922-83-0;	C00328	HMDB00684	"182,603"	"200,742"	"60,224"	"194,788"	"102,630"	"158,211"	"130,940"		"71,462"			"20,364"	"20,698"	"54,813"	"53,040"	"200,359"	"29,777"	"144,700"	"193,510"	"70,691"	"68,410"	"60,537"	"116,774"	"47,036"	"85,647"	"125,466"	"47,470"	"67,490"		
lactate	Carbohydrate	"Glycolysis, gluconeogenesis, pyruvate metabolism"	50	527	GC/MS	1102.8	116.9	79-33-4;	C00186	HMDB00190	"258,290,880"	"230,773,152"	"204,869,840"	"185,238,256"	"146,699,168"	"197,461,344"	"186,124,192"	"193,034,832"	"177,633,056"	"248,299,936"	"204,936,080"	"253,979,184"	"205,892,192"	"272,561,824"	"192,501,376"	"221,800,992"	"207,468,144"	"157,248,768"	"164,431,376"	"205,952,144"	"197,438,688"	"257,837,728"	"196,934,752"	"246,860,288"	"244,700,400"	"226,834,656"	"240,708,272"	"263,159,328"	"200,875,936"	"206,741,136"
laurylcarnitine	Lipid	Carnitine metabolism	200	34534	LC/MS	5066	344.3			HMDB02250			"53,444"	"44,101"	"45,484"	"33,217"				"70,456"	"49,694"	"66,508"	"79,218"	"57,963"	"270,033"	"36,643"	"20,016"			"43,595"	"62,460"	"110,607"	"29,084"	"55,882"	"54,551"		"52,861"	"69,031"	"74,683"	"74,497"
leucine	Amino acid	"Valine, leucine and isoleucine metabolism"	200	60	LC/MS	1674	132.2	61-90-5;	C00123	HMDB00687	"22,471,820"	"19,440,286"	"20,577,636"	"19,788,940"	"29,070,320"	"20,543,264"	"20,444,958"	"28,656,734"	"33,595,356"	"33,709,680"	"38,200,668"	"29,622,856"	"30,508,318"	"36,749,064"	"10,244,292"	"20,448,710"	"14,523,367"	"14,705,654"	"18,688,586"	"20,392,788"	"17,117,920"	"28,463,262"	"30,642,072"	"21,467,052"	"49,701,296"	"27,183,336"	"28,348,490"	"26,523,632"	"21,179,098"	"23,723,366"
linoleate (18:2n6)	Lipid	Long chain fatty acid	201	1105	LC/MS	5533	279.3	60-33-3;	C01595	HMDB00673	"40,980,600"	"31,476,440"	"56,194,036"	"49,452,096"	"59,748,476"	"62,534,544"	"52,554,736"	"37,809,564"	"61,754,632"	"45,258,516"	"41,375,364"	"59,469,820"	"43,701,980"	"40,694,884"	"35,008,656"	"38,168,316"	"29,299,584"	"33,352,084"	"24,599,882"	"37,781,352"	"41,288,960"	"71,022,424"	"52,002,188"	"62,638,816"	"52,939,560"	"67,980,984"	"70,572,616"	"42,349,188"	"58,000,720"	"74,541,816"
linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Essential fatty acid	201	34035	LC/MS	5450	277.3		C06427	HMDB01388	"3,292,832"	"2,155,707"	"6,560,989"	"4,820,548"	"5,448,476"	"5,580,498"	"5,667,271"	"3,393,618"	"8,067,916"	"3,576,230"	"3,269,260"	"5,218,760"	"4,910,484"	"5,403,946"	"832,184"	"1,058,564"	"897,300"	"1,365,924"	"947,675"	"2,205,534"	"1,525,492"	"6,501,875"	"4,296,795"	"5,296,428"	"3,889,954"	"5,438,588"	"6,838,076"	"3,525,833"	"3,747,808"	"5,613,507"
lysine	Amino acid	Lysine metabolism	200	1301	LC/MS	603	147.2	56-87-1;	C00047	HMDB00182	"1,728,952"	"1,451,765"	"1,416,452"	"1,608,560"	"2,266,696"	"1,932,314"	"1,703,849"	"1,713,576"	"2,154,434"	"1,983,261"	"2,021,137"	"1,840,090"	"1,929,410"	"2,304,732"	"1,181,070"	"1,887,997"	"1,032,630"	"1,286,339"	"1,253,736"	"1,408,595"	"1,196,466"	"2,065,009"	"1,839,379"	"1,605,844"	"2,898,954"	"1,995,066"	"2,108,396"	"1,998,097"	"1,419,135"	"1,759,727"
malate	Energy	Krebs cycle	50	1303	GC/MS	1502	233	6915-15-7;	C00149	HMDB00156	"12,695,355"	"10,930,804"	"11,672,134"	"9,066,986"	"12,131,922"	"10,206,093"	"10,886,889"	"17,862,450"	"19,094,392"	"26,980,352"	"16,020,096"	"22,921,958"	"14,543,986"	"18,543,086"	"6,556,766"	"7,583,472"	"11,233,287"	"7,825,676"	"5,534,883"	"13,686,863"	"7,901,557"	"23,354,954"	"16,430,795"	"21,361,402"	"14,212,227"	"14,690,456"	"19,789,980"	"19,188,882"	"19,451,458"	"22,731,850"
malonylcarnitine	Lipid	Carnitine metabolism	200	37059	LC/MS	980	248.1			HMDB02095	"138,256"	"133,737"	"155,857"	"114,869"	"104,592"	"46,382"	"59,799"	"60,676"	"54,821"	"43,626"	"39,910"	"48,695"	"77,421"	"82,643"		"30,839"			"36,285"		"25,157"	"113,993"	"129,270"	"224,870"	"118,785"	"224,214"	"122,754"	"103,493"	"44,176"	"77,957"
maltohexaose	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	201	35170	LC/MS	1224	989	34620-77-4;	C01936	HMDB12253	"198,250"	"107,683"	"199,793"							"53,912"	"21,229"	"243,451"								"32,451"				"262,595"						
maltopentaose	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	201	35163	LC/MS	1100	827	34620-76-3;	C06218	HMDB12254	"1,781,190"	"1,364,927"	"2,133,164"							"304,245"	"148,790"	"1,319,563"								"372,245"				"2,332,924"		"107,793"	"494,109"	"240,697"		
maltose	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	50	15803	GC/MS	2161.5	204	6363-53-7;	C00208	HMDB00163	"168,425,072"	"222,092,576"	"208,374,128"	"69,822,792"	"168,007,328"	"181,567,808"	"124,241,000"	"6,907,736"	"1,619,647"	"27,087,502"	"22,096,422"	"35,763,760"	"3,075,807"	"1,346,720"	"1,980,670"		"14,649,972"	"21,519,436"	"45,628,168"	"37,634,384"	"17,365,762"	"14,954,401"	"41,721,504"	"141,096,976"	"533,920"	"48,155,356"	"103,400,168"	"54,703,292"	"2,483,673"	"1,913,242"
maltose	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	50	15806	GC/MS	2142.1001	204.1	6363-53-7;	C00208	HMDB00163	"173,358,800"	"175,762,992"	"184,521,184"	"62,066,392"	"124,960,080"	"153,271,760"	"91,316,248"	"4,077,417"	"1,272,213"	"20,460,588"	"13,678,452"	"32,253,602"	"2,716,830"	"961,707"	"1,741,031"	"118,947"	"15,463,871"	"16,603,080"	"51,334,392"	"37,640,704"	"21,432,594"	"10,623,088"	"28,746,226"	"106,944,184"	"485,758"	"26,717,200"	"74,734,896"	"34,096,824"	"1,804,119"	"1,589,643"
maltotetraose	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	201	15910	LC/MS	965	665.1	34612-38-9;	C02052	HMDB01296	"7,487,538"	"6,529,654"	"8,559,200"	"228,578"	"749,788"	"930,149"	"360,731"		"57,344"	"891,359"	"510,145"	"3,217,126"					"193,035"	"173,276"	"579,790"	"2,588,186"	"134,099"	"73,742"	"202,720"	"8,238,495"	"52,181"	"648,948"	"3,226,253"	"1,707,601"	"25,190"	"43,067"
maltotriose	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	50	27723	GC/MS	2368.3	361.2	1109-28-0;	C01835	HMDB01262	"36,262,320"	"33,337,640"	"43,483,320"	"741,333"	"7,006,300"	"9,687,946"	"3,013,243"	"256,803"		"4,656,034"	"3,012,881"	"11,104,938"	"164,476"		"45,642"		"1,440,759"	"1,441,401"	"4,518,455"	"9,987,488"	"1,014,180"	"442,348"	"1,708,841"	"35,205,472"		"4,435,430"	"16,177,307"	"8,101,027"	"40,738"	"52,094"
mannitol	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	50	15335	GC/MS	1839	319.1	69-65-8;	C00392	HMDB00765	"33,687"			"23,402"	"8,994"			"34,339"		"15,317"	"20,753"		"39,574"	"28,254"	"151,415"	"80,460"					"19,161"		"24,266"						"16,469"	
mannose	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	50	584	GC/MS	1753.5	203.9	3458-28-4;	C00159	HMDB00169	"37,375,768"	"28,400,910"	"44,386,752"	"40,529,668"	"47,482,676"	"46,430,776"	"37,908,832"	"13,697,995"	"16,296,057"	"27,253,938"	"22,732,694"	"32,452,596"	"9,878,443"	"8,926,349"	"4,243,262"	"10,914,752"	"10,857,275"	"19,732,916"	"21,224,346"	"22,315,446"	"11,969,007"	"25,413,596"	"22,208,154"	"52,916,616"	"8,880,383"	"34,063,712"	"55,654,676"	"30,435,820"	"8,520,336"	"11,578,076"
mannose-6-phosphate	Carbohydrate	"Fructose, mannose, galactose, starch, and sucrose metabolism"	50	1469	GC/MS	2004.6	387.1	70442-25-0;104872-94-8;	C00275	HMDB01078		"11,896"	"23,150"		"61,930"	"40,932"		"427,683"	"132,556"	"351,195"	"675,954"	"534,115"	"286,437"	"248,594"	"356,990"	"59,624"	"412,662"	"206,136"	"153,304"	"232,163"	"523,106"	"54,366"	"45,487"	"51,529"	"439,201"	"17,578"	"132,689"	"43,807"	"391,472"	"105,312"
